"X","LLM","p0","p1","p2","p3","p4","p5","var1","var2","var3","var4","var5","n","treatment","temperature","ci_lower_p0","ci_upper_p0","ci_lower_p1","ci_upper_p1","ci_lower_p2","ci_upper_p2","ci_lower_p3","ci_upper_p3","ci_lower_p4","ci_upper_p4","ci_lower_p5","ci_upper_p5","ci_lower_n","ci_upper_n"
1,"chatgpt4",0.678071232346545,0.321919059634844,2.65332412492422e-06,2.35156536123295e-06,2.35156456244192e-06,2.35156456244192e-06,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.25",0.25,0.546560372408068,0.999992545577928,4.4644290104688e-07,0.453439568382635,2.05018226089565e-08,1.67997219858189e-05,1.63131913711473e-08,1.73732451224702e-05,1.63132027159854e-08,1.73732513155416e-05,1.63096896541163e-08,1.73732513155416e-05,25.9999433982896,25.9999433982896
2,"chatgpt4",0,8.75874926379577e-27,1,1.27893241438088e-31,2.16344223565318e-33,2.14402310748029e-33,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.25",0.25,0,1.31046616969166e-05,1.8527425400139e-31,0.217181263139035,0.782818703252525,1,8.49481352238762e-34,3.44566257677224e-05,1.07375044042974e-35,1.63531677715476e-05,1.06342725797868e-35,1.63665558693306e-05,33.999838774268,33.999838774268
3,"chatgpt4",0.999999999968483,2.11622138410223e-11,5.17743089928394e-12,5.17743089928394e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.25",0.25,0.999999999964852,0.999999999971893,1.77520787480671e-11,2.47934433870279e-11,5.17742972205599e-12,5.17743089929125e-12,5.17742972205666e-12,5.17743089929401e-12,1.07375044042974e-35,1.63531677715476e-05,1.06342725797868e-35,1.63665558693306e-05,100.997531597216,100.997531597216
4,"chatgpt4",0.658958995656981,0.341036819130861,1.22038979382371e-06,9.88276392705268e-07,9.88272986008064e-07,9.88272986008064e-07,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.5",0.5,0.54696312725474,0.999997876114717,2.83487359649503e-07,0.453021850232245,1.10391946853747e-07,5.56805663028694e-06,6.80015310524827e-08,4.29699517875768e-06,6.80015392480368e-08,4.29699110842484e-06,6.8001539248037e-08,4.29699110842485e-06,25.9999423814707,25.9999423814707
5,"chatgpt4",0.0122165676084591,0.272432852481608,0.715344790900135,5.8510833961304e-08,3.23415334947043e-06,2.49634561444984e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.5",0.5,4.03177306762537e-08,0.036037893577127,0.200107914475365,0.342023570788915,0.644822453917705,0.790235770031675,5.09726852339869e-10,7.65767079016192e-05,7.03080335894515e-09,1.23643263343701e-05,6.59920053275325e-09,1.24877185508031e-05,34.0014761651615,34.0014761651615
6,"chatgpt4",0.999999999920098,6.95467751236398e-11,5.17743266485098e-12,5.17743266485098e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.5",0.5,0.999999999568524,0.999999999977282,1.23628184151988e-11,4.21120656252069e-10,5.17743030992448e-12,5.17743325363785e-12,5.17743031034775e-12,5.17743325365303e-12,7.03080335894515e-09,1.23643263343701e-05,6.59920053275325e-09,1.24877185508031e-05,100.997598520569,100.997598520569
7,"chatgpt4",0.742877056677685,0.257114765827233,2.15879254691472e-06,2.13129007398855e-06,1.94430260497726e-06,1.94310985613109e-06,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.75",0.75,0.647334100707404,0.999999869691932,9.4601406456921e-10,0.352647189344453,4.11855611977833e-17,0.000181630366882626,3.02669380287732e-11,7.77071242352317e-06,2.85714204867401e-11,7.66163404043087e-06,2.85706223221951e-11,7.66124795084608e-06,25.9998713174591,25.9998713174591
8,"chatgpt4",0.035212896773454,0.266187320336748,0.698594952388883,4.79178864813999e-08,2.42450291291355e-06,2.35808011519363e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.75",0.75,0.010577070756487,0.0702409808074205,0.19635710158828,0.336887662818738,0.624803580703193,0.77095801995181,1.57184243268977e-10,8.55360359980745e-06,4.01888536633356e-08,1.20685890321793e-05,4.01725366942417e-08,1.21972700610509e-05,34.0002064114719,34.0002064114719
9,"chatgpt4",0.999999973653762,2.63358826943287e-08,5.17743429467657e-12,5.17743311746444e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.75",0.75,0.99999884067637,0.999999999407296,5.8234945427258e-10,1.15931327568074e-06,5.17742926684083e-12,5.17743616543301e-12,5.17742750009665e-12,5.17743500772273e-12,4.01888536633356e-08,1.20685890321793e-05,4.01725366942417e-08,1.21972700610509e-05,100.998045854264,100.998045854264
1,"chatgpto1",1.02338110119504e-05,1.35881327405574e-05,0.870028809362025,1.67811971075016e-05,1.36144199462926e-05,0.129916973077169,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_1",1,0,0.000169343374156905,3.18334829446349e-33,1.74940364751389e-05,0.81006964929225,1,6.60671180877672e-33,2.26135026450892e-05,6.11937295224499e-33,2.39591545449062e-05,5.96073782045006e-30,0.179971782326918,25.9983342707771,25.9983342707771
2,"chatgpto1",0.424357855501282,0.575638869290909,3.16040522893491e-06,1.14802580078526e-07,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_1",1,0.302915946992558,0.536597202069958,0.463385056191268,0.697074898328899,2.44495672667433e-06,1.33677955616202e-05,8.14400459651344e-08,3.71225495468229e-05,6.11937295224499e-33,2.39591545449062e-05,5.96073782045006e-30,0.179971782326918,101.000067508221,101.000067508221
3,"chatgpto1",1.97246093835979e-06,4.50039996565854e-08,0.24928092050824,0.370660753180668,8.9964147755375e-08,0.380056218882006,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_1",1,1.49583301456424e-07,4.78648477789112e-05,1.35501519058652e-14,3.94841066648684e-05,0.154967077709272,0.334244918177141,0.288407693708907,0.476683467011152,5.88339540531677e-12,1.37058567078802e-05,0.299999191851546,0.460021344857595,33.9998096794444,33.9998096794444
1,"claude2",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.25",0.25,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
2,"claude2",0,1,3.88789504627614e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.25",0.25,0,0,1,1,3.88789504627614e-43,3.88789504627614e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,34.0081147308917,34.0081147308917
3,"claude2",0.999999999984468,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.25",0.25,0.999999999984468,0.999999999984468,5.17743031076099e-12,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,3.8808616421467e-43,100.997404702397,100.997404702397
4,"claude2",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.5",0.5,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
5,"claude2",0.082179167600014,0.917820830035044,5.84601625057643e-10,5.93446778830372e-10,5.93446778830372e-10,5.93446778830372e-10,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.5",0.5,0.0410304917132076,0.133459013289874,0.866502878876629,0.958942110590351,2.83740836683195e-08,1.12602881322455e-05,2.84199631322425e-08,1.12615892731656e-05,2.84204489119295e-08,1.12615892731656e-05,2.84204489119295e-08,1.12615892731656e-05,34.000315099984,34.000315099984
6,"claude2",0.999999999984468,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.5",0.5,0.999999999984468,0.999999999984468,5.17743031076099e-12,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,2.84204489119295e-08,1.12615892731656e-05,2.84204489119295e-08,1.12615892731656e-05,100.997404702397,100.997404702397
7,"claude2",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.75",0.75,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
8,"claude2",0.0718458773978063,0.928122661100399,7.87479674599184e-06,7.86223501631598e-06,7.86223501631598e-06,7.86223501631598e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.75",0.75,0.0308125267904549,0.113086242372724,0.886908718509152,0.969182833051206,3.86751023655478e-08,8.80275909443844e-06,3.906600354337e-08,8.79683680143737e-06,3.906600354337e-08,8.79683666265161e-06,3.906600354337e-08,8.79683666265162e-06,34.0003449296664,34.0003449296664
9,"claude2",0.999999999984468,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.75",0.75,0.999999999984468,0.999999999984468,5.17743031076099e-12,5.17743031076099e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,5.17742972215534e-12,3.906600354337e-08,8.79683666265161e-06,3.906600354337e-08,8.79683666265162e-06,100.997404702397,100.997404702397
1,"claude3",1,1.03855523288784e-40,1.93406155049875e-39,1.04439730194821e-23,9.72525732617882e-24,9.72519894022977e-24,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.25",0.25,0.611503883616223,0.99999999999998,1.24220065184436e-24,0.000284447565400166,1.72480430888536e-23,0.379410225139366,6.60167140444678e-15,8.87739829401431e-06,6.36008861060327e-15,9.38888240557523e-06,6.36003953104026e-15,9.38886756999023e-06,25.9990659453394,25.9990659453394
2,"claude3",0,2.77712990213776e-39,1,7.1544912452502e-37,2.81838258207579e-39,2.77712990213776e-39,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.25",0.25,0,0,2.07712156731e-39,3.71304681339943e-39,1,1,4.02374416793506e-37,1.27211677667935e-36,2.10445588350174e-39,3.77450639251412e-39,2.07712156731e-39,3.71304681339943e-39,33.9983178896803,33.9983178896803
3,"claude3",0.999999374767009,6.25222636028263e-07,5.17743237119157e-12,5.17742942816284e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.25",0.25,0.999862358923581,0.999999993446916,6.54272897631339e-09,0.000137641066065533,5.17672461478208e-12,5.17743530118739e-12,5.17671939162123e-12,5.17743325975163e-12,2.10445588350174e-39,3.77450639251412e-39,2.07712156731e-39,3.71304681339943e-39,100.99876801399,100.99876801399
4,"claude3",0.628083059526501,1.15584427460527e-09,0.371916220952042,2.49121903059428e-07,2.34626817686945e-07,2.34616892198149e-07,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.5",0.5,0.499520026787845,0.999982259787284,1.29396336444685e-15,0.00017476829088365,8.28702613641801e-06,0.500368226414657,3.8269184637653e-08,1.36466814629411e-05,3.1943376064585e-08,1.36578424150701e-05,3.19430232424236e-08,1.36578522022346e-05,25.9991661918263,25.9991661918263
5,"claude3",0,1.38316486513539e-39,1,1.79764016613945e-37,1.39809160474343e-39,1.38316486513539e-39,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.5",0.5,0,0,1.38316486513539e-39,1.38316486513539e-39,1,1,1.79764016613945e-37,1.79764016613945e-37,1.39809160474343e-39,1.39809160474343e-39,1.38316486513539e-39,1.38316486513539e-39,33.9983178896689,33.9983178896689
6,"claude3",0.999999401909734,5.98079911300785e-07,5.1774331003273e-12,5.17742956869252e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.5",0.5,0.92898132583971,0.999999993734856,6.25478941376923e-09,0.0710186741506707,4.80974046985292e-12,5.17743494263002e-12,4.80973586302777e-12,5.1774331640569e-12,1.39809160474343e-39,1.39809160474343e-39,1.38316486513539e-39,1.38316486513539e-39,100.998398986528,100.998398986528
7,"claude3",0.618941111448502,2.54290820232156e-09,0.381052757631918,3.63210398847948e-06,1.24819418446842e-06,1.24807849892049e-06,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.75",0.75,0.452956296018692,0.999999999999064,9.21262338019925e-19,0.000300052318823759,1.57848486682607e-15,0.546976978850825,5.11868599999489e-14,2.04298630403354e-05,2.89752784898352e-14,2.05486159653711e-05,2.89721599575986e-14,2.05486818528894e-05,25.9982590233918,25.9982590233918
8,"claude3",0,1.38316486513539e-39,1,1.79764016613945e-37,1.39809160474343e-39,1.38316486513539e-39,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.75",0.75,0,0,1.38316486513539e-39,1.38316486513539e-39,1,1,1.79764016613945e-37,1.79764016613945e-37,1.39809160474343e-39,1.39809160474343e-39,1.38316486513539e-39,1.38316486513539e-39,33.9983178896689,33.9983178896689
9,"claude3",0.999999439820519,5.60169126074634e-07,5.177432708002e-12,5.17742976497308e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.75",0.75,0.999942419014208,0.999999994048076,5.94156916911927e-09,5.7580975438129e-05,5.17713905158827e-12,5.17743518892153e-12,5.1771343135861e-12,5.17743337523043e-12,1.39809160474343e-39,1.39809160474343e-39,1.38316486513539e-39,1.38316486513539e-39,100.998734808684,100.998734808684
1,"gemini1",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.5",0.5,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
2,"gemini1",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.25",0.25,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
3,"gemini1",0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.75",0.75,0.999999755937359,0.999999755937359,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125327127128e-08,4.88125327127128e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,25.9983178884772,25.9983178884772
4,"gemini1",0.999999999984468,5.17743501960857e-12,5.17743384239627e-12,5.17743384239627e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.5",0.5,0.999999999984468,0.999999999984468,5.17743266518424e-12,5.17743678542751e-12,5.17743207657833e-12,5.17743619682113e-12,5.17743207657833e-12,5.17743619682113e-12,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,100.997404702465,100.997404702465
5,"gemini1",0.999999999984468,5.17743384239627e-12,5.17743325379022e-12,5.17743325379022e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.25",0.25,0.999999999984468,0.999999999984468,5.17743148797248e-12,5.17743443100239e-12,5.17743031076099e-12,5.17743384239627e-12,5.17743031076099e-12,5.17743384239627e-12,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,100.997404702431,100.997404702431
6,"gemini1",0.999999999984468,5.17743148797248e-12,5.1774308993667e-12,5.1774308993667e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.75",0.75,0.999999999984468,0.999999999984468,5.1774308993667e-12,5.17743384239627e-12,5.17743031076099e-12,5.17743325379022e-12,5.17743031076099e-12,5.17743325379022e-12,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,4.88125271633706e-08,100.997404702442,100.997404702442
7,"gemini1",0.133459000550705,0.866502885033851,9.52830095322983e-06,9.52870483013064e-06,9.52870483013059e-06,9.52870483013062e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.5",0.5,0.0719132167215545,0.195131430167974,0.804794266299679,0.928065327897096,3.89601186118189e-08,1.68455864002196e-05,3.90483934444401e-08,1.68464112097004e-05,3.90483838823144e-08,1.68464128778565e-05,3.90483838823144e-08,1.68464155225556e-05,34.0002284442287,34.0002284442287
8,"gemini1",0.0513434132273489,0.948637575766621,4.75477316775947e-06,4.75207762072885e-06,4.75207762072885e-06,4.75207762072885e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.25",0.25,0.0205259811640105,0.0924349841903103,0.907551947361947,0.97946126064902,7.7081698246368e-08,8.74865541221405e-06,7.69617026567917e-08,8.73644071914326e-06,7.69617026567918e-08,8.73644257356894e-06,7.69617026567918e-08,8.73644257356894e-06,34.0003449287852,34.0003449287852
9,"gemini1",0.164222383569168,0.835721778018664,1.39576042548682e-05,1.39602705561194e-05,1.39602686781257e-05,1.39602686781256e-05,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.75",0.75,0.102726311602929,0.225925574129413,0.773984590219082,0.897271108089011,9.35171549380531e-08,2.24560293376569e-05,9.35408838379924e-08,2.24591768700632e-05,9.3540965897175e-08,2.24591718779248e-05,9.35409663455549e-08,2.24591718779249e-05,34.0001703919166,34.0001703919166
1,"gemini2",1.92566661786353e-05,0.467912818178139,0.531990645223666,3.11502837813731e-05,2.30658553354096e-05,2.30637928997292e-05,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.5",0.5,4.39338186674076e-06,0.000758754932424609,0.377416881393059,0.558018143183107,0.441143859778611,0.612309874054062,1.81711558439254e-07,4.18056291755732e-05,5.50720757359562e-07,2.69059878505666e-05,5.5124848212903e-07,2.69024073172827e-05,26.0008518443612,26.0008518443612
2,"gemini2",0.278454963457855,0.609996107757625,0.11153955909853,3.07923692757749e-06,3.14523868005229e-06,3.14521038178067e-06,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.25",0.25,0.0007491959148551,0.545895133623437,0.391766068445988,0.797257592982674,0.0239990616984381,0.206769036985028,2.0883718471816e-07,1.30804840552936e-05,2.10189217026818e-07,1.30560320508508e-05,2.10174522858593e-07,1.3057076505415e-05,26.0000281242045,26.0000281242045
3,"gemini2",0.91212792657911,9.24769341738264e-06,2.82092004891129e-05,0.0878334217231114,1.19250675632517e-06,2.29711602038749e-09,0.961538461538461,6.46153846153846,4.61538461538461,2.65384615384615,0.961538461538462,26,"onehalf_0.75",0.75,0.750001861874741,0.99999992310577,1.25409952696936e-24,0.000726147704467116,7.00026116132347e-21,0.175019773726007,5.18170827707498e-11,0.122447392857591,1.56112432442239e-13,1.38733877986815e-05,1.02798936829382e-13,1.41501515078246e-05,25.9989004713138,25.9989004713138
4,"gemini2",0.883556249951359,0.116443750030251,1.39263802022446e-11,4.46388917341726e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.5",0.5,0.858897703465894,1,2.94443713045535e-17,0.141102296521483,1.29672837332713e-24,3.48473791576525e-11,3.53738607958524e-26,5.17696948392726e-12,1.56112432442239e-13,1.38733877986815e-05,1.02798936829382e-13,1.41501515078246e-05,100.996936712954,100.996936712954
5,"gemini2",0.999914783015604,8.52169740417234e-05,5.17699622534976e-12,5.17699563679347e-12,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.25",0.25,0.875136973597781,0.999999655813047,3.44186227333283e-07,0.124863026393446,4.39678032981574e-12,5.17743640947899e-12,4.39677930361607e-12,5.17743582087265e-12,1.56112432442239e-13,1.38733877986815e-05,1.02798936829382e-13,1.41501515078246e-05,100.999811147838,100.999811147838
6,"gemini2",0.999999999999564,4.21961352727886e-13,1.16942114159271e-14,1.90007921654746e-15,0,0,22.5544554455446,10.5742574257426,0.990099009900991,0,0,101,"fourthirds_0.75",0.75,0.999607808460256,1,6.8834891639867e-18,0.000381426778699304,2.43831662452027e-25,6.17244315144285e-07,2.37124154801342e-27,7.6382318209842e-07,1.56112432442239e-13,1.38733877986815e-05,1.02798936829382e-13,1.41501515078246e-05,100.997634107285,100.997634107285
7,"gemini2",0.169146668802724,4.09507784832925e-06,0.823718583952669,0.00709762259211046,2.89344290068335e-05,4.09514564207143e-06,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.5",0.5,0.0990316967224927,0.232784726491683,1.59702578502173e-08,2.87758947853049e-05,0.757544248692055,0.887844171272986,4.08208763883822e-09,0.0417458397258065,4.63255642446317e-08,0.012087586000795,1.59719112176968e-08,2.87759047556664e-05,33.9986294844302,33.9986294844302
8,"gemini2",0,7.8067412311688e-37,1,3.19864684997451e-32,1.37341528191988e-36,7.8067412311688e-37,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.25",0.25,0,0,3.85243396816777e-38,2.17435818945801e-35,1,1,9.82306080930913e-35,1.74787517368853e-29,5.4867533041316e-38,5.3899133102918e-35,3.85243374918226e-38,2.17435818945801e-35,33.9983178896576,33.9983178896576
9,"gemini2",0,3.40996543128089e-31,1,1.06940594577204e-23,4.0156308372867e-28,3.40996543128089e-31,0.970588235294118,7.76470588235294,8.38235294117647,7.05882352941176,0.970588235294118,34,"twothirds_0.75",0.75,0,0,1.4075742296511e-33,7.98511699919358e-29,1,1,1.79922065104047e-27,6.6857772489562e-20,1.32992133545705e-31,9.38704239571737e-25,1.4075742296511e-33,7.98511656888667e-29,33.9983178896462,33.9983178896462
